,camp,date,hour,city,coord,prop,unit,value
4224,air quality sensor measurement,2024/05/26,2,toulouse,"[1.44, 43.6]",PM2.5,µg/m3,7.44
4225,air quality sensor measurement,2024/05/28,1,marseille,"[5.37, 43.3]",PM10,µg/m3,7.35
4226,air quality sensor measurement,2024/05/24,0,brest,"[4.49, 48.39]",O3,µg/m3,7.77
4227,air quality sensor measurement,2024/05/24,15,marseille,"[5.37, 43.3]",PM10,µg/m3,8.32
4228,air quality sensor measurement,2024/05/29,3,strasbourg,"[7.75, 48.57]",PM2.5,µg/m3,8.2
4229,air quality sensor measurement,2024/05/27,14,brest,"[4.49, 48.39]",PM2.5,µg/m3,6.4
4230,air quality sensor measurement,2024/05/28,0,lille,"[3.06, 50.63]",CO,mg/m3,3.28
4231,air quality sensor measurement,2024/05/28,6,brest,"[4.49, 48.39]",CO,mg/m3,7.49
4232,air quality sensor measurement,2024/05/28,0,strasbourg,"[7.75, 48.57]",PM10,µg/m3,9.62
4233,air quality sensor measurement,2024/05/31,21,lille,"[3.06, 50.63]",NO2,µg/m3,8.12
4234,air quality sensor measurement,2024/05/28,6,toulouse,"[1.44, 43.6]",PM10,µg/m3,4.58
4235,air quality sensor measurement,2024/05/30,15,lille,"[3.06, 50.63]",O3,µg/m3,8.03
4236,air quality sensor measurement,2024/05/26,5,lille,"[3.06, 50.63]",O3,µg/m3,6.95
4237,air quality sensor measurement,2024/05/24,18,toulouse,"[1.44, 43.6]",PM10,µg/m3,7.26
4238,air quality sensor measurement,2024/05/28,4,lille,"[3.06, 50.63]",PM10,µg/m3,8.59
4239,air quality sensor measurement,2024/05/24,23,brest,"[4.49, 48.39]",PM10,µg/m3,9.98
4240,air quality sensor measurement,2024/05/30,20,toulouse,"[1.44, 43.6]",CO,mg/m3,5.67
4241,air quality sensor measurement,2024/05/28,4,lille,"[3.06, 50.63]",PM2.5,µg/m3,2.09
4242,air quality sensor measurement,2024/05/26,2,strasbourg,"[7.75, 48.57]",PM2.5,µg/m3,0.04
4243,air quality sensor measurement,2024/06/02,20,brest,"[4.49, 48.39]",NO2,µg/m3,6.26
4244,air quality sensor measurement,2024/05/26,1,brest,"[4.49, 48.39]",O3,µg/m3,0.32
4245,air quality sensor measurement,2024/05/28,19,brest,"[4.49, 48.39]",NO2,µg/m3,5.09
4246,air quality sensor measurement,2024/06/01,0,marseille,"[5.37, 43.3]",CO,mg/m3,3.7
4247,air quality sensor measurement,2024/05/28,0,brest,"[4.49, 48.39]",NO2,µg/m3,8.57
4248,air quality sensor measurement,2024/05/25,20,toulouse,"[1.44, 43.6]",CO,mg/m3,1.42
4249,air quality sensor measurement,2024/05/27,20,brest,"[4.49, 48.39]",PM2.5,µg/m3,7.99
4250,air quality sensor measurement,2024/05/31,23,strasbourg,"[7.75, 48.57]",CO,mg/m3,2.57
4251,air quality sensor measurement,2024/05/28,2,strasbourg,"[7.75, 48.57]",O3,µg/m3,9.26
4252,air quality sensor measurement,2024/05/25,20,lille,"[3.06, 50.63]",PM2.5,µg/m3,7.34
4253,air quality sensor measurement,2024/05/28,2,brest,"[4.49, 48.39]",CO,mg/m3,0.38
4254,air quality sensor measurement,2024/05/26,22,toulouse,"[1.44, 43.6]",PM10,µg/m3,0.66
4255,air quality sensor measurement,2024/05/25,21,lille,"[3.06, 50.63]",PM10,µg/m3,5.42
4256,air quality sensor measurement,2024/05/29,1,lille,"[3.06, 50.63]",PM2.5,µg/m3,5.16
4257,air quality sensor measurement,2024/05/31,10,lille,"[3.06, 50.63]",O3,µg/m3,0.18
4258,air quality sensor measurement,2024/05/29,19,marseille,"[5.37, 43.3]",O3,µg/m3,5.25
4259,air quality sensor measurement,2024/05/24,9,brest,"[4.49, 48.39]",NO2,µg/m3,1.69
4260,air quality sensor measurement,2024/06/02,7,marseille,"[5.37, 43.3]",PM10,µg/m3,0.41
4261,air quality sensor measurement,2024/05/24,18,marseille,"[5.37, 43.3]",O3,µg/m3,1.57
4262,air quality sensor measurement,2024/05/31,10,brest,"[4.49, 48.39]",CO,mg/m3,4.94
4263,air quality sensor measurement,2024/05/28,21,strasbourg,"[7.75, 48.57]",NO2,µg/m3,9.22
4264,air quality sensor measurement,2024/05/28,4,brest,"[4.49, 48.39]",O3,µg/m3,2.51
4265,air quality sensor measurement,2024/05/31,23,brest,"[4.49, 48.39]",O3,µg/m3,8.45
4266,air quality sensor measurement,2024/05/31,14,toulouse,"[1.44, 43.6]",NO2,µg/m3,7.25
4267,air quality sensor measurement,2024/05/28,15,toulouse,"[1.44, 43.6]",PM2.5,µg/m3,4.94
4268,air quality sensor measurement,2024/05/24,12,marseille,"[5.37, 43.3]",NO2,µg/m3,1.73
4269,air quality sensor measurement,2024/06/02,10,brest,"[4.49, 48.39]",CO,mg/m3,5.98
4270,air quality sensor measurement,2024/06/01,12,lille,"[3.06, 50.63]",PM10,µg/m3,6.71
4271,air quality sensor measurement,2024/05/26,17,strasbourg,"[7.75, 48.57]",NO2,µg/m3,0.76
4272,air quality sensor measurement,2024/06/02,12,toulouse,"[1.44, 43.6]",PM2.5,µg/m3,9.23
4273,air quality sensor measurement,2024/05/30,0,toulouse,"[1.44, 43.6]",CO,mg/m3,1.09
4274,air quality sensor measurement,2024/05/29,14,marseille,"[5.37, 43.3]",PM10,µg/m3,8.96
4275,air quality sensor measurement,2024/05/29,5,marseille,"[5.37, 43.3]",PM10,µg/m3,1.58
4276,air quality sensor measurement,2024/05/27,7,lille,"[3.06, 50.63]",O3,µg/m3,4.56
4277,air quality sensor measurement,2024/05/29,16,lille,"[3.06, 50.63]",PM2.5,µg/m3,8.18
4278,air quality sensor measurement,2024/06/01,13,lille,"[3.06, 50.63]",PM2.5,µg/m3,1.33
4279,air quality sensor measurement,2024/05/27,12,toulouse,"[1.44, 43.6]",NO2,µg/m3,6.97
4280,air quality sensor measurement,2024/05/28,18,toulouse,"[1.44, 43.6]",CO,mg/m3,3.99
4281,air quality sensor measurement,2024/05/29,3,brest,"[4.49, 48.39]",PM10,µg/m3,6.7
4282,air quality sensor measurement,2024/05/26,22,marseille,"[5.37, 43.3]",PM10,µg/m3,3.57
4283,air quality sensor measurement,2024/06/02,6,brest,"[4.49, 48.39]",CO,mg/m3,2.06
4284,air quality sensor measurement,2024/05/26,19,strasbourg,"[7.75, 48.57]",PM2.5,µg/m3,2.84
4285,air quality sensor measurement,2024/05/27,7,strasbourg,"[7.75, 48.57]",NO2,µg/m3,2.22
4286,air quality sensor measurement,2024/05/31,13,brest,"[4.49, 48.39]",O3,µg/m3,7.88
4287,air quality sensor measurement,2024/06/02,4,toulouse,"[1.44, 43.6]",CO,mg/m3,9.91
4288,air quality sensor measurement,2024/05/26,11,brest,"[4.49, 48.39]",PM2.5,µg/m3,7.28
4289,air quality sensor measurement,2024/06/02,16,marseille,"[5.37, 43.3]",PM10,µg/m3,3.26
4290,air quality sensor measurement,2024/05/27,16,lille,"[3.06, 50.63]",NO2,µg/m3,5.55
4291,air quality sensor measurement,2024/05/25,10,brest,"[4.49, 48.39]",PM10,µg/m3,4.89
4292,air quality sensor measurement,2024/05/28,5,strasbourg,"[7.75, 48.57]",NO2,µg/m3,5.1
4293,air quality sensor measurement,2024/05/24,3,marseille,"[5.37, 43.3]",O3,µg/m3,7.45
4294,air quality sensor measurement,2024/05/27,5,toulouse,"[1.44, 43.6]",NO2,µg/m3,5.62
4295,air quality sensor measurement,2024/05/30,11,toulouse,"[1.44, 43.6]",NO2,µg/m3,7.71
4296,air quality sensor measurement,2024/05/25,3,marseille,"[5.37, 43.3]",CO,mg/m3,1.79
4297,air quality sensor measurement,2024/05/28,4,brest,"[4.49, 48.39]",NO2,µg/m3,3.66
4298,air quality sensor measurement,2024/06/01,10,toulouse,"[1.44, 43.6]",CO,mg/m3,6.36
4299,air quality sensor measurement,2024/05/27,17,brest,"[4.49, 48.39]",CO,mg/m3,3.56
4300,air quality sensor measurement,2024/05/29,14,marseille,"[5.37, 43.3]",NO2,µg/m3,2.57
4301,air quality sensor measurement,2024/05/24,23,brest,"[4.49, 48.39]",PM2.5,µg/m3,4.61
4302,air quality sensor measurement,2024/05/30,14,marseille,"[5.37, 43.3]",NO2,µg/m3,5.93
4303,air quality sensor measurement,2024/05/25,12,lille,"[3.06, 50.63]",O3,µg/m3,5.38
4304,air quality sensor measurement,2024/06/01,11,toulouse,"[1.44, 43.6]",O3,µg/m3,4.14
4305,air quality sensor measurement,2024/05/26,7,strasbourg,"[7.75, 48.57]",CO,mg/m3,2.03
4306,air quality sensor measurement,2024/05/26,3,lille,"[3.06, 50.63]",PM10,µg/m3,7.37
4307,air quality sensor measurement,2024/05/27,15,lille,"[3.06, 50.63]",CO,mg/m3,0.99
4308,air quality sensor measurement,2024/05/26,1,brest,"[4.49, 48.39]",NO2,µg/m3,7.7
4309,air quality sensor measurement,2024/06/02,20,brest,"[4.49, 48.39]",PM10,µg/m3,2.59
4310,air quality sensor measurement,2024/05/30,4,strasbourg,"[7.75, 48.57]",PM10,µg/m3,0.25
4311,air quality sensor measurement,2024/05/28,2,lille,"[3.06, 50.63]",CO,mg/m3,1.44
4312,air quality sensor measurement,2024/06/02,10,brest,"[4.49, 48.39]",PM2.5,µg/m3,1.63
4313,air quality sensor measurement,2024/06/01,7,marseille,"[5.37, 43.3]",PM10,µg/m3,1.72
4314,air quality sensor measurement,2024/06/02,14,brest,"[4.49, 48.39]",CO,mg/m3,6.32
4315,air quality sensor measurement,2024/05/24,4,marseille,"[5.37, 43.3]",PM2.5,µg/m3,8.62
4316,air quality sensor measurement,2024/06/02,8,lille,"[3.06, 50.63]",O3,µg/m3,7.64
4317,air quality sensor measurement,2024/06/02,13,brest,"[4.49, 48.39]",NO2,µg/m3,0.89
4318,air quality sensor measurement,2024/05/28,19,brest,"[4.49, 48.39]",O3,µg/m3,2.13
4319,air quality sensor measurement,2024/05/27,13,marseille,"[5.37, 43.3]",CO,mg/m3,7.48
4320,air quality sensor measurement,2024/05/24,1,lille,"[3.06, 50.63]",CO,mg/m3,3.54
4321,air quality sensor measurement,2024/06/01,5,toulouse,"[1.44, 43.6]",NO2,µg/m3,0.68
4322,air quality sensor measurement,2024/06/01,8,marseille,"[5.37, 43.3]",O3,µg/m3,1.53
4323,air quality sensor measurement,2024/05/31,20,marseille,"[5.37, 43.3]",O3,µg/m3,7.52
4324,air quality sensor measurement,2024/05/26,9,marseille,"[5.37, 43.3]",O3,µg/m3,0.47
4325,air quality sensor measurement,2024/05/30,4,brest,"[4.49, 48.39]",O3,µg/m3,7.82
4326,air quality sensor measurement,2024/05/28,23,toulouse,"[1.44, 43.6]",O3,µg/m3,3.65
4327,air quality sensor measurement,2024/05/31,1,toulouse,"[1.44, 43.6]",O3,µg/m3,9.49
4328,air quality sensor measurement,2024/05/28,16,brest,"[4.49, 48.39]",NO2,µg/m3,3.62
4329,air quality sensor measurement,2024/05/24,12,brest,"[4.49, 48.39]",PM2.5,µg/m3,0.75
4330,air quality sensor measurement,2024/05/26,7,strasbourg,"[7.75, 48.57]",PM10,µg/m3,8.27
4331,air quality sensor measurement,2024/05/25,3,brest,"[4.49, 48.39]",O3,µg/m3,6.87
4332,air quality sensor measurement,2024/05/27,9,brest,"[4.49, 48.39]",PM10,µg/m3,9.08
4333,air quality sensor measurement,2024/05/25,18,marseille,"[5.37, 43.3]",O3,µg/m3,8.35
4334,air quality sensor measurement,2024/05/26,1,strasbourg,"[7.75, 48.57]",CO,mg/m3,9.34
4335,air quality sensor measurement,2024/06/01,6,marseille,"[5.37, 43.3]",PM10,µg/m3,0.31
4336,air quality sensor measurement,2024/05/24,18,brest,"[4.49, 48.39]",CO,mg/m3,5.88
4337,air quality sensor measurement,2024/06/02,4,brest,"[4.49, 48.39]",NO2,µg/m3,9.79
4338,air quality sensor measurement,2024/05/30,3,marseille,"[5.37, 43.3]",PM10,µg/m3,7.58
4339,air quality sensor measurement,2024/05/26,14,toulouse,"[1.44, 43.6]",O3,µg/m3,9.15
4340,air quality sensor measurement,2024/05/25,11,marseille,"[5.37, 43.3]",O3,µg/m3,0.41
4341,air quality sensor measurement,2024/05/28,12,strasbourg,"[7.75, 48.57]",CO,mg/m3,3.99
4342,air quality sensor measurement,2024/06/01,23,brest,"[4.49, 48.39]",O3,µg/m3,5.7
4343,air quality sensor measurement,2024/05/24,22,brest,"[4.49, 48.39]",NO2,µg/m3,9.35
4344,air quality sensor measurement,2024/05/31,0,brest,"[4.49, 48.39]",O3,µg/m3,0.61
4345,air quality sensor measurement,2024/05/31,15,lille,"[3.06, 50.63]",O3,µg/m3,8.37
4346,air quality sensor measurement,2024/06/01,15,brest,"[4.49, 48.39]",CO,mg/m3,9.23
4347,air quality sensor measurement,2024/05/28,14,toulouse,"[1.44, 43.6]",PM10,µg/m3,1.62
4348,air quality sensor measurement,2024/05/24,16,toulouse,"[1.44, 43.6]",PM10,µg/m3,3.0
4349,air quality sensor measurement,2024/05/25,10,lille,"[3.06, 50.63]",PM10,µg/m3,2.35
4350,air quality sensor measurement,2024/06/01,5,toulouse,"[1.44, 43.6]",O3,µg/m3,6.13
4351,air quality sensor measurement,2024/05/26,2,strasbourg,"[7.75, 48.57]",PM10,µg/m3,5.78
4352,air quality sensor measurement,2024/06/02,1,lille,"[3.06, 50.63]",O3,µg/m3,7.97
4353,air quality sensor measurement,2024/05/28,6,strasbourg,"[7.75, 48.57]",O3,µg/m3,4.88
4354,air quality sensor measurement,2024/06/01,1,toulouse,"[1.44, 43.6]",PM2.5,µg/m3,5.01
4355,air quality sensor measurement,2024/06/01,21,lille,"[3.06, 50.63]",O3,µg/m3,7.4
4356,air quality sensor measurement,2024/06/02,13,marseille,"[5.37, 43.3]",O3,µg/m3,6.54
4357,air quality sensor measurement,2024/05/28,6,strasbourg,"[7.75, 48.57]",PM2.5,µg/m3,8.9
4358,air quality sensor measurement,2024/05/24,0,marseille,"[5.37, 43.3]",PM2.5,µg/m3,2.88
4359,air quality sensor measurement,2024/05/28,10,lille,"[3.06, 50.63]",NO2,µg/m3,4.62
4360,air quality sensor measurement,2024/05/27,8,strasbourg,"[7.75, 48.57]",NO2,µg/m3,4.11
4361,air quality sensor measurement,2024/05/29,3,toulouse,"[1.44, 43.6]",O3,µg/m3,3.25
4362,air quality sensor measurement,2024/05/30,10,lille,"[3.06, 50.63]",PM10,µg/m3,2.99
4363,air quality sensor measurement,2024/05/31,4,marseille,"[5.37, 43.3]",PM2.5,µg/m3,9.2
4364,air quality sensor measurement,2024/05/28,20,brest,"[4.49, 48.39]",PM2.5,µg/m3,2.95
4365,air quality sensor measurement,2024/05/30,13,toulouse,"[1.44, 43.6]",CO,mg/m3,8.39
4366,air quality sensor measurement,2024/05/26,17,strasbourg,"[7.75, 48.57]",PM10,µg/m3,5.19
4367,air quality sensor measurement,2024/05/29,13,brest,"[4.49, 48.39]",PM10,µg/m3,3.69
4368,air quality sensor measurement,2024/05/25,9,brest,"[4.49, 48.39]",PM2.5,µg/m3,3.9
4369,air quality sensor measurement,2024/06/02,13,strasbourg,"[7.75, 48.57]",NO2,µg/m3,9.96
4370,air quality sensor measurement,2024/05/29,18,toulouse,"[1.44, 43.6]",CO,mg/m3,5.63
4371,air quality sensor measurement,2024/05/28,3,brest,"[4.49, 48.39]",CO,mg/m3,9.64
4372,air quality sensor measurement,2024/05/27,8,toulouse,"[1.44, 43.6]",CO,mg/m3,3.86
4373,air quality sensor measurement,2024/05/31,17,brest,"[4.49, 48.39]",CO,mg/m3,8.12
4374,air quality sensor measurement,2024/05/25,22,brest,"[4.49, 48.39]",PM2.5,µg/m3,0.2
4375,air quality sensor measurement,2024/05/29,15,toulouse,"[1.44, 43.6]",PM10,µg/m3,9.4
4376,air quality sensor measurement,2024/06/02,2,marseille,"[5.37, 43.3]",PM10,µg/m3,1.43
4377,air quality sensor measurement,2024/05/29,15,brest,"[4.49, 48.39]",O3,µg/m3,6.05
4378,air quality sensor measurement,2024/05/26,20,brest,"[4.49, 48.39]",PM2.5,µg/m3,7.54
4379,air quality sensor measurement,2024/06/01,13,toulouse,"[1.44, 43.6]",CO,mg/m3,9.99
4380,air quality sensor measurement,2024/05/26,20,toulouse,"[1.44, 43.6]",PM2.5,µg/m3,3.21
4381,air quality sensor measurement,2024/05/29,13,brest,"[4.49, 48.39]",PM2.5,µg/m3,7.49
4382,air quality sensor measurement,2024/05/30,21,strasbourg,"[7.75, 48.57]",O3,µg/m3,8.46
4383,air quality sensor measurement,2024/05/28,21,brest,"[4.49, 48.39]",CO,mg/m3,5.82
4384,air quality sensor measurement,2024/05/24,6,brest,"[4.49, 48.39]",NO2,µg/m3,9.84
4385,air quality sensor measurement,2024/05/29,8,lille,"[3.06, 50.63]",PM2.5,µg/m3,2.43
4386,air quality sensor measurement,2024/05/24,8,marseille,"[5.37, 43.3]",CO,mg/m3,9.65
4387,air quality sensor measurement,2024/05/24,11,brest,"[4.49, 48.39]",PM10,µg/m3,1.09
4388,air quality sensor measurement,2024/05/26,5,toulouse,"[1.44, 43.6]",NO2,µg/m3,1.47
4389,air quality sensor measurement,2024/05/30,20,strasbourg,"[7.75, 48.57]",CO,mg/m3,0.51
4390,air quality sensor measurement,2024/05/25,12,strasbourg,"[7.75, 48.57]",O3,µg/m3,7.16
4391,air quality sensor measurement,2024/06/01,9,marseille,"[5.37, 43.3]",CO,mg/m3,5.16
4392,air quality sensor measurement,2024/06/01,16,toulouse,"[1.44, 43.6]",O3,µg/m3,3.5
4393,air quality sensor measurement,2024/05/27,16,toulouse,"[1.44, 43.6]",CO,mg/m3,8.55
4394,air quality sensor measurement,2024/05/29,4,toulouse,"[1.44, 43.6]",NO2,µg/m3,4.11
4395,air quality sensor measurement,2024/06/01,8,strasbourg,"[7.75, 48.57]",O3,µg/m3,1.97
4396,air quality sensor measurement,2024/05/27,0,marseille,"[5.37, 43.3]",PM2.5,µg/m3,8.28
4397,air quality sensor measurement,2024/05/30,5,lille,"[3.06, 50.63]",PM2.5,µg/m3,1.5
4398,air quality sensor measurement,2024/05/29,12,lille,"[3.06, 50.63]",NO2,µg/m3,7.51
4399,air quality sensor measurement,2024/05/26,13,toulouse,"[1.44, 43.6]",PM2.5,µg/m3,8.32
4400,air quality sensor measurement,2024/05/30,14,toulouse,"[1.44, 43.6]",PM10,µg/m3,9.71
4401,air quality sensor measurement,2024/05/28,7,brest,"[4.49, 48.39]",PM2.5,µg/m3,6.42
4402,air quality sensor measurement,2024/05/27,6,brest,"[4.49, 48.39]",PM2.5,µg/m3,4.64
4403,air quality sensor measurement,2024/05/30,8,marseille,"[5.37, 43.3]",PM10,µg/m3,9.88
4404,air quality sensor measurement,2024/05/28,17,brest,"[4.49, 48.39]",PM10,µg/m3,6.21
4405,air quality sensor measurement,2024/05/30,17,toulouse,"[1.44, 43.6]",PM2.5,µg/m3,8.05
4406,air quality sensor measurement,2024/05/27,4,brest,"[4.49, 48.39]",NO2,µg/m3,5.43
4407,air quality sensor measurement,2024/05/29,16,toulouse,"[1.44, 43.6]",PM2.5,µg/m3,5.82
4408,air quality sensor measurement,2024/05/25,17,lille,"[3.06, 50.63]",O3,µg/m3,0.1
4409,air quality sensor measurement,2024/06/02,22,strasbourg,"[7.75, 48.57]",NO2,µg/m3,8.08
4410,air quality sensor measurement,2024/05/27,14,toulouse,"[1.44, 43.6]",PM10,µg/m3,4.6
4411,air quality sensor measurement,2024/05/29,17,strasbourg,"[7.75, 48.57]",NO2,µg/m3,0.43
4412,air quality sensor measurement,2024/06/01,23,brest,"[4.49, 48.39]",NO2,µg/m3,0.36
4413,air quality sensor measurement,2024/05/31,2,lille,"[3.06, 50.63]",PM2.5,µg/m3,0.71
4414,air quality sensor measurement,2024/05/25,7,strasbourg,"[7.75, 48.57]",NO2,µg/m3,7.54
4415,air quality sensor measurement,2024/05/30,7,brest,"[4.49, 48.39]",CO,mg/m3,9.25
4416,air quality sensor measurement,2024/05/25,23,lille,"[3.06, 50.63]",O3,µg/m3,0.88
4417,air quality sensor measurement,2024/05/28,7,brest,"[4.49, 48.39]",NO2,µg/m3,8.85
4418,air quality sensor measurement,2024/05/25,13,lille,"[3.06, 50.63]",NO2,µg/m3,0.26
4419,air quality sensor measurement,2024/05/26,18,toulouse,"[1.44, 43.6]",CO,mg/m3,3.38
4420,air quality sensor measurement,2024/05/24,9,brest,"[4.49, 48.39]",CO,mg/m3,8.77
4421,air quality sensor measurement,2024/05/29,9,brest,"[4.49, 48.39]",PM10,µg/m3,3.44
4422,air quality sensor measurement,2024/05/24,4,strasbourg,"[7.75, 48.57]",PM10,µg/m3,5.21
4423,air quality sensor measurement,2024/05/31,11,brest,"[4.49, 48.39]",NO2,µg/m3,1.83
4424,air quality sensor measurement,2024/05/31,10,toulouse,"[1.44, 43.6]",NO2,µg/m3,2.28
4425,air quality sensor measurement,2024/05/28,17,toulouse,"[1.44, 43.6]",PM2.5,µg/m3,1.73
4426,air quality sensor measurement,2024/05/30,11,marseille,"[5.37, 43.3]",O3,µg/m3,3.45
4427,air quality sensor measurement,2024/06/01,7,toulouse,"[1.44, 43.6]",PM2.5,µg/m3,8.27
4428,air quality sensor measurement,2024/05/24,21,marseille,"[5.37, 43.3]",PM10,µg/m3,3.02
4429,air quality sensor measurement,2024/05/25,6,lille,"[3.06, 50.63]",PM2.5,µg/m3,4.82
4430,air quality sensor measurement,2024/06/02,2,lille,"[3.06, 50.63]",NO2,µg/m3,6.22
4431,air quality sensor measurement,2024/05/27,17,marseille,"[5.37, 43.3]",NO2,µg/m3,0.22
4432,air quality sensor measurement,2024/06/01,17,lille,"[3.06, 50.63]",CO,mg/m3,3.05
4433,air quality sensor measurement,2024/05/30,23,marseille,"[5.37, 43.3]",O3,µg/m3,8.16
4434,air quality sensor measurement,2024/05/30,11,lille,"[3.06, 50.63]",PM2.5,µg/m3,6.25
4435,air quality sensor measurement,2024/05/28,17,toulouse,"[1.44, 43.6]",O3,µg/m3,0.01
4436,air quality sensor measurement,2024/05/27,4,strasbourg,"[7.75, 48.57]",NO2,µg/m3,0.45
4437,air quality sensor measurement,2024/05/27,1,marseille,"[5.37, 43.3]",PM10,µg/m3,4.28
4438,air quality sensor measurement,2024/06/02,4,lille,"[3.06, 50.63]",PM10,µg/m3,4.21
4439,air quality sensor measurement,2024/05/30,16,marseille,"[5.37, 43.3]",PM2.5,µg/m3,5.89
4440,air quality sensor measurement,2024/05/27,20,toulouse,"[1.44, 43.6]",NO2,µg/m3,3.17
4441,air quality sensor measurement,2024/05/27,4,marseille,"[5.37, 43.3]",PM10,µg/m3,4.46
4442,air quality sensor measurement,2024/05/30,18,lille,"[3.06, 50.63]",PM2.5,µg/m3,0.05
4443,air quality sensor measurement,2024/05/26,0,toulouse,"[1.44, 43.6]",PM2.5,µg/m3,8.12
4444,air quality sensor measurement,2024/05/26,6,strasbourg,"[7.75, 48.57]",PM2.5,µg/m3,4.2
4445,air quality sensor measurement,2024/05/29,3,lille,"[3.06, 50.63]",NO2,µg/m3,3.86
4446,air quality sensor measurement,2024/05/26,7,brest,"[4.49, 48.39]",PM10,µg/m3,0.47
4447,air quality sensor measurement,2024/05/27,17,brest,"[4.49, 48.39]",NO2,µg/m3,8.83
4448,air quality sensor measurement,2024/05/25,5,toulouse,"[1.44, 43.6]",O3,µg/m3,3.52
4449,air quality sensor measurement,2024/05/24,15,brest,"[4.49, 48.39]",NO2,µg/m3,1.0
4450,air quality sensor measurement,2024/05/28,2,marseille,"[5.37, 43.3]",CO,mg/m3,9.89
4451,air quality sensor measurement,2024/05/30,8,lille,"[3.06, 50.63]",O3,µg/m3,9.75
4452,air quality sensor measurement,2024/05/25,18,toulouse,"[1.44, 43.6]",CO,mg/m3,0.68
4453,air quality sensor measurement,2024/05/28,20,marseille,"[5.37, 43.3]",O3,µg/m3,7.69
4454,air quality sensor measurement,2024/06/01,10,marseille,"[5.37, 43.3]",PM10,µg/m3,4.11
4455,air quality sensor measurement,2024/05/29,12,strasbourg,"[7.75, 48.57]",CO,mg/m3,1.8
4456,air quality sensor measurement,2024/05/24,3,strasbourg,"[7.75, 48.57]",PM2.5,µg/m3,8.83
4457,air quality sensor measurement,2024/06/01,1,lille,"[3.06, 50.63]",CO,mg/m3,6.87
4458,air quality sensor measurement,2024/05/30,12,marseille,"[5.37, 43.3]",PM10,µg/m3,0.85
4459,air quality sensor measurement,2024/05/26,1,toulouse,"[1.44, 43.6]",PM2.5,µg/m3,1.29
4460,air quality sensor measurement,2024/05/29,2,strasbourg,"[7.75, 48.57]",CO,mg/m3,7.41
4461,air quality sensor measurement,2024/05/29,6,strasbourg,"[7.75, 48.57]",PM2.5,µg/m3,4.73
4462,air quality sensor measurement,2024/06/01,8,strasbourg,"[7.75, 48.57]",CO,mg/m3,2.91
4463,air quality sensor measurement,2024/06/02,6,strasbourg,"[7.75, 48.57]",O3,µg/m3,7.7
4464,air quality sensor measurement,2024/06/01,20,marseille,"[5.37, 43.3]",PM2.5,µg/m3,6.55
4465,air quality sensor measurement,2024/06/01,4,toulouse,"[1.44, 43.6]",PM2.5,µg/m3,1.59
4466,air quality sensor measurement,2024/05/25,19,brest,"[4.49, 48.39]",PM2.5,µg/m3,4.04
4467,air quality sensor measurement,2024/05/25,9,strasbourg,"[7.75, 48.57]",PM2.5,µg/m3,9.33
4468,air quality sensor measurement,2024/05/27,23,toulouse,"[1.44, 43.6]",PM2.5,µg/m3,8.41
4469,air quality sensor measurement,2024/05/30,20,lille,"[3.06, 50.63]",PM2.5,µg/m3,6.8
4470,air quality sensor measurement,2024/05/26,14,toulouse,"[1.44, 43.6]",CO,mg/m3,9.31
4471,air quality sensor measurement,2024/05/28,23,brest,"[4.49, 48.39]",CO,mg/m3,7.45
4472,air quality sensor measurement,2024/05/24,15,lille,"[3.06, 50.63]",NO2,µg/m3,7.39
4473,air quality sensor measurement,2024/05/26,12,marseille,"[5.37, 43.3]",NO2,µg/m3,0.33
4474,air quality sensor measurement,2024/05/28,23,lille,"[3.06, 50.63]",NO2,µg/m3,2.04
4475,air quality sensor measurement,2024/05/29,13,lille,"[3.06, 50.63]",PM2.5,µg/m3,4.21
4476,air quality sensor measurement,2024/06/02,5,toulouse,"[1.44, 43.6]",PM10,µg/m3,4.6
4477,air quality sensor measurement,2024/05/31,6,lille,"[3.06, 50.63]",PM2.5,µg/m3,7.01
4478,air quality sensor measurement,2024/05/31,13,brest,"[4.49, 48.39]",PM2.5,µg/m3,8.28
4479,air quality sensor measurement,2024/05/25,18,lille,"[3.06, 50.63]",O3,µg/m3,1.5
4480,air quality sensor measurement,2024/05/29,12,marseille,"[5.37, 43.3]",CO,mg/m3,4.93
4481,air quality sensor measurement,2024/05/28,22,lille,"[3.06, 50.63]",PM2.5,µg/m3,7.69
4482,air quality sensor measurement,2024/05/28,1,strasbourg,"[7.75, 48.57]",CO,mg/m3,2.81
4483,air quality sensor measurement,2024/05/30,9,strasbourg,"[7.75, 48.57]",NO2,µg/m3,5.96
4484,air quality sensor measurement,2024/05/27,23,brest,"[4.49, 48.39]",PM2.5,µg/m3,8.63
4485,air quality sensor measurement,2024/05/24,9,strasbourg,"[7.75, 48.57]",CO,mg/m3,4.59
4486,air quality sensor measurement,2024/06/02,23,strasbourg,"[7.75, 48.57]",NO2,µg/m3,1.5
4487,air quality sensor measurement,2024/05/25,19,brest,"[4.49, 48.39]",CO,mg/m3,0.6
4488,air quality sensor measurement,2024/05/31,6,toulouse,"[1.44, 43.6]",PM2.5,µg/m3,9.42
4489,air quality sensor measurement,2024/05/28,19,marseille,"[5.37, 43.3]",PM10,µg/m3,3.29
4490,air quality sensor measurement,2024/05/31,23,brest,"[4.49, 48.39]",PM10,µg/m3,6.22
4491,air quality sensor measurement,2024/06/01,14,toulouse,"[1.44, 43.6]",NO2,µg/m3,9.1
